,Crime Type,Subject Count,state,year,url
11,Personal Data Breach,16,Montana,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
12,Phishing/Vishing/Smishing/Pharming,10,Montana,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
13,Ransomware,0,Montana,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
14,Re-shipping,3,Montana,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
15,Real Estate/Rental,23,Montana,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
16,Tech Support,5,Montana,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
17,Terrorism,0,Montana,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
18,Virus,1,Montana,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
19,,,Montana,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
21,Virtual Currency,1,Montana,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1,419/Overpayment,28,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2,Advanced Fee,75,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
3,Auction,215,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
4,BEC/EAC,10,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
5,Charity,1,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
6,Civil Matter,5,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
7,Confidence Fraud/Romance,22,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
8,Corporate Data Breach,1,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
9,Credit Card Fraud,21,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
10,Crimes Against Children,1,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
11,Criminal Forums,0,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
12,Denial of Service,1,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
13,Employment,24,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
14,Extortion,10,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
15,Gambling,0,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
16,Government Impersonation,7,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
17,Hacktivist,0,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
18,Harassment/Threats of Violence,27,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
19,,,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
20,Descriptors*,,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
21,Social Media,65,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
22,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1,Health Care Related,0,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2,IPR/Copyright and Counterfeit,4,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
3,Identity Theft,17,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
4,Investment,1,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
5,Lottery/Sweepstakes,4,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
6,Malware/Scareware,3,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
7,Misrepresentation,8,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
8,No Lead Value,5,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
9,Non-payment/Non-Delivery,"2,173",Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
10,Other,28,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
11,Personal Data Breach,52,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
12,Phishing/Vishing/Smishing/Pharming,23,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
13,Ransomware,0,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
14,Re-shipping,6,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
15,Real Estate/Rental,14,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
16,Tech Support,9,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
17,Terrorism,0,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
18,Virus,0,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
19,,,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
21,Virtual Currency,6,Nebraska,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1,419/Overpayment,102,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2,Advanced Fee,139,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
3,Auction,108,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
4,BEC/EAC,33,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
5,Charity,4,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
6,Civil Matter,22,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
7,Confidence Fraud/Romance,63,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
8,Corporate Data Breach,13,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
9,Credit Card Fraud,138,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
10,Crimes Against Children,3,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
11,Criminal Forums,0,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
12,Denial of Service,5,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
13,Employment,103,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
14,Extortion,36,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
15,Gambling,7,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
16,Government Impersonation,17,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
17,Hacktivist,1,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
18,Harassment/Threats of Violence,160,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
19,,,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
20,Descriptors*,,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
21,Social Media,118,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
22,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1,Health Care Related,3,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2,IPR/Copyright and Counterfeit,19,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
3,Identity Theft,93,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
4,Investment,33,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
5,Lottery/Sweepstakes,37,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
6,Malware/Scareware,22,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
7,Misrepresentation,58,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
8,No Lead Value,61,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
9,Non-payment/Non-Delivery,539,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
10,Other,52,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
11,Personal Data Breach,195,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
12,Phishing/Vishing/Smishing/Pharming,74,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
13,Ransomware,9,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
14,Re-shipping,5,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
15,Real Estate/Rental,71,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
16,Tech Support,118,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
17,Terrorism,0,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
18,Virus,10,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
19,,,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
21,Virtual Currency,2,Nevada,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1,419/Overpayment,15,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2,Advanced Fee,15,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
3,Auction,45,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
4,BEC/EAC,4,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
5,Charity,0,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
6,Civil Matter,5,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
7,Confidence Fraud/Romance,7,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
8,Corporate Data Breach,3,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
9,Credit Card Fraud,16,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
10,Crimes Against Children,0,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
11,Criminal Forums,0,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
12,Denial of Service,2,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
13,Employment,12,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
14,Extortion,4,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
15,Gambling,0,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
16,Government Impersonation,3,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
17,Hacktivist,0,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
18,Harassment/Threats of Violence,14,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
19,,,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
20,Descriptors*,,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
21,Social Media,19,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
22,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1,Health Care Related,0,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2,IPR/Copyright and Counterfeit,1,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
3,Identity Theft,8,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
4,Investment,0,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
5,Lottery/Sweepstakes,4,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
6,Malware/Scareware,2,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
7,Misrepresentation,6,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
8,No Lead Value,9,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
9,Non-payment/Non-Delivery,96,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
10,Other,8,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
11,Personal Data Breach,38,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
12,Phishing/Vishing/Smishing/Pharming,5,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
13,Ransomware,0,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
14,Re-shipping,2,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
15,Real Estate/Rental,19,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
16,Tech Support,2,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
17,Terrorism,1,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
18,Virus,1,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
19,,,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
21,Virtual Currency,3,New Hampshire,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1,419/Overpayment,221,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2,Advanced Fee,69,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
3,Auction,387,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
4,BEC/EAC,86,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
5,Charity,9,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
6,Civil Matter,13,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
7,Confidence Fraud/Romance,137,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
8,Corporate Data Breach,20,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
9,Credit Card Fraud,206,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
10,Crimes Against Children,3,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
11,Criminal Forums,0,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
12,Denial of Service,7,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
13,Employment,210,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
14,Extortion,55,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
15,Gambling,0,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
16,Government Impersonation,21,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
17,Hacktivist,0,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
18,Harassment/Threats of Violence,136,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
19,,,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
20,Descriptors*,,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
21,Social Media,121,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
22,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1,Health Care Related,2,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2,IPR/Copyright and Counterfeit,20,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
3,Identity Theft,107,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
4,Investment,17,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
5,Lottery/Sweepstakes,17,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
6,Malware/Scareware,21,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
7,Misrepresentation,83,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
8,No Lead Value,56,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
9,Non-payment/Non-Delivery,858,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
10,Other,65,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
11,Personal Data Breach,288,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
12,Phishing/Vishing/Smishing/Pharming,79,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
13,Ransomware,5,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
14,Re-shipping,29,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
15,Real Estate/Rental,79,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
16,Tech Support,102,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
17,Terrorism,2,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
18,Virus,14,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
19,,,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
21,Virtual Currency,6,New Jersey,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1,419/Overpayment,50,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2,Advanced Fee,21,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
3,Auction,55,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
4,BEC/EAC,10,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
5,Charity,0,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
6,Civil Matter,7,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
7,Confidence Fraud/Romance,13,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
8,Corporate Data Breach,8,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
9,Credit Card Fraud,19,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
10,Crimes Against Children,1,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
11,Criminal Forums,0,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
12,Denial of Service,2,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
13,Employment,34,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
14,Extortion,13,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
15,Gambling,0,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
16,Government Impersonation,8,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
17,Hacktivist,0,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
18,Harassment/Threats of Violence,31,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
19,,,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
20,Descriptors*,,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
21,Social Media,31,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
22,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1,Health Care Related,0,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2,IPR/Copyright and Counterfeit,1,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
3,Identity Theft,19,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
4,Investment,17,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
5,Lottery/Sweepstakes,5,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
6,Malware/Scareware,0,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
7,Misrepresentation,6,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
8,No Lead Value,18,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
9,Non-payment/Non-Delivery,125,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
10,Other,15,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
11,Personal Data Breach,23,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
12,Phishing/Vishing/Smishing/Pharming,9,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
13,Ransomware,0,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
14,Re-shipping,0,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
15,Real Estate/Rental,30,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
16,Tech Support,5,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
17,Terrorism,0,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
18,Virus,0,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
19,,,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
21,Virtual Currency,0,New Mexico,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1,419/Overpayment,814,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2,Advanced Fee,675,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
3,Auction,788,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
4,BEC/EAC,165,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
5,Charity,11,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
6,Civil Matter,37,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
7,Confidence Fraud/Romance,473,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
8,Corporate Data Breach,47,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
9,Credit Card Fraud,449,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
10,Crimes Against Children,22,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
11,Criminal Forums,0,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
12,Denial of Service,10,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
13,Employment,851,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
14,Extortion,378,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
15,Gambling,1,New York,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
